logicalName,suggestedDomain,suggestedCategory,matchedBy
msdyn_dataanalyticsreport_csrmanager,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_email,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_forecast,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_ksinsights,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_mc,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_oc,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_oc_rt,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_ocvoice,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_sareporting,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_sutreporting,GENERAL,Custom,fallback
msdyn_dataanalyticsreport_ur_recordrouting_rt,GENERAL,Custom,fallback
msdyn_dataanalyticsworkspace,GENERAL,Custom,fallback
msdyn_databaseversion,GENERAL,Custom,fallback
msdyn_dataflow,GENERAL,Custom,fallback
msdyn_dataflow_datalakefolder,GENERAL,Custom,fallback
msdyn_dataflowconnectionreference,GENERAL,Custom,fallback
msdyn_dataflowrefreshhistory,GENERAL,Custom,fallback
msdyn_dataflowtemplate,GENERAL,Custom,fallback
msdyn_datahygienesettinginfo,GENERAL,Custom,fallback
msdyn_datainsightsandanalyticsfeature,GENERAL,Custom,fallback
msdyn_datalakeds,GENERAL,Custom,fallback
msdyn_dataworkspace,GENERAL,Custom,fallback
msdyn_dealmanageraccess,GENERAL,Custom,fallback
msdyn_dealmanagersettings,GENERAL,Custom,fallback
msdyn_decisioncontract,CONTRACTEN,Custom,kw:contract
msdyn_decisionruleset,GENERAL,Custom,fallback
msdyn_defextendedchannelinstance,GENERAL,Custom,fallback
msdyn_defextendedchannelinstanceaccount,CCSP ORGANISATIES,Custom,kw:account
msdyn_deletedconversation,GENERAL,Custom,fallback
msdyn_derivedinsightsrelatedentity,GENERAL,Custom,fallback
msdyn_digitalsellingactivetask,GENERAL,Custom,fallback
msdyn_digitalsellingcompletedtask,GENERAL,Custom,fallback
msdyn_dispositioncodecategory,GENERAL,Custom,fallback
msdyn_distributedlock,GENERAL,Custom,fallback
msdyn_dmsrequest,GENERAL,Custom,fallback
msdyn_dmsrequeststatus,GENERAL,Custom,fallback
msdyn_dmssyncrequest,GENERAL,Custom,fallback
msdyn_dmssyncstatus,GENERAL,Custom,fallback
msdyn_duplicatedetectionpluginrun,GENERAL,Custom,fallback
msdyn_duplicateleadmapping,GENERAL,Custom,fallback
msdyn_effortpredictionresult,GENERAL,Custom,fallback
msdyn_emailsentiment,GENERAL,Custom,fallback
msdyn_engageandreadinessagentresult,GENERAL,Custom,fallback
msdyn_engagereadinessagentresult,GENERAL,Custom,fallback
msdyn_entityattachment,GENERAL,Custom,fallback
msdyn_entityattributepredictionrule,GENERAL,Custom,fallback
msdyn_entityconfig,GENERAL,Custom,fallback
msdyn_entitydeltachange,GENERAL,Custom,fallback
msdyn_entityderivedinsight,GENERAL,Custom,fallback
msdyn_entitylinkchatconfiguration,GENERAL,Custom,fallback
msdyn_entityrankingrule,GENERAL,Custom,fallback
msdyn_entityrefreshhistory,GENERAL,Custom,fallback
msdyn_entityroutingconfiguration,GENERAL,Custom,fallback
msdyn_entityworkstreammap,GENERAL,Custom,fallback
msdyn_evaluation,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationcategory,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationcriteria,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationcriteriaversion,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationglobalconfig,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationinputconfig,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationlocalizedcontent,WEBCONTENT,Custom,kw:content
msdyn_evaluationplan,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationplanbatch,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationplanontriggerbacklog,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationplanrun,FUNCTIONERING,Custom,kw:evaluation
msdyn_evaluationquestion,FUNCTIONERING,Custom,kw:evaluation
msdyn_extendedusersetting,GENERAL,Custom,fallback
msdyn_externalcrm,GENERAL,Custom,fallback
msdyn_externalrecord,GENERAL,Custom,fallback
msdyn_favoriteknowledgearticle,GENERAL,Custom,fallback
msdyn_federatedarticle,GENERAL,Custom,fallback
msdyn_federatedarticleincident,MELDINGEN,Custom,kw:incident
msdyn_fileupload,GENERAL,Custom,fallback
msdyn_fileuploadstatustracker,GENERAL,Custom,fallback
msdyn_flow_actionapprovalmodel,GENERAL,Custom,fallback
msdyn_flow_actionapprovalmodel_systemuser,GENERAL,Custom,fallback
msdyn_flow_actionapprovalmodel_team,GENERAL,Custom,fallback
msdyn_flow_approval,GENERAL,Custom,fallback
msdyn_flow_approvalrequest,GENERAL,Custom,fallback
msdyn_flow_approvalresponse,GENERAL,Custom,fallback
msdyn_flow_approvalstep,GENERAL,Custom,fallback
msdyn_flow_awaitallactionapprovalmodel,GENERAL,Custom,fallback
msdyn_flow_awaitallactionapprovalmodel_team,GENERAL,Custom,fallback
msdyn_flow_awaitallactionapprovalmodel_user,GENERAL,Custom,fallback
msdyn_flow_awaitallapprovalmodel,GENERAL,Custom,fallback
msdyn_flow_awaitallmodel_systemuser,GENERAL,Custom,fallback
msdyn_flow_awaitallmodel_team,GENERAL,Custom,fallback
msdyn_flow_basicapprovalmodel,GENERAL,Custom,fallback
msdyn_flow_basicapprovalmodel_systemuser,GENERAL,Custom,fallback
msdyn_flow_basicapprovalmodel_team,GENERAL,Custom,fallback
msdyn_flow_flowapproval,GENERAL,Custom,fallback
msdyn_flowcardtype,GENERAL,Custom,fallback
msdyn_forecast,GENERAL,Custom,fallback
msdyn_forecastconfiguration,GENERAL,Custom,fallback
msdyn_forecastdefinition,GENERAL,Custom,fallback
msdyn_forecastingcache,GENERAL,Custom,fallback
msdyn_forecastinsight,GENERAL,Custom,fallback
msdyn_forecastinstance,GENERAL,Custom,fallback
msdyn_forecastpredictiondata,GENERAL,Custom,fallback
msdyn_forecastpredictionstatus,GENERAL,Custom,fallback
msdyn_forecastrecurrence,GENERAL,Custom,fallback
msdyn_forecastsettingsandsummary,GENERAL,Custom,fallback
msdyn_formmapping,GENERAL,Custom,fallback
msdyn_function,GENERAL,Custom,fallback
msdyn_functionallocation,GENERAL,Custom,fallback
msdyn_functionallocationtype,GENERAL,Custom,fallback
msdyn_gdprdata,GENERAL,Custom,fallback
msdyn_helppage,WEBCONTENT,Custom,kw:page
msdyn_hierarchyconfiguration,GENERAL,Custom,fallback
msdyn_historicalcaseharvestbatch,BEHEER VAN ZAKEN EN DOSSIERS,Custom,kw:case
msdyn_historicalcaseharvestrun,BEHEER VAN ZAKEN EN DOSSIERS,Custom,kw:case
msdyn_icdextension,GENERAL,Custom,fallback
msdyn_icebreakersconfig,GENERAL,Custom,fallback
msdyn_iermlmodel,GENERAL,Custom,fallback
msdyn_iermltraining,GENERAL,Custom,fallback
msdyn_inboxcardconfiguration,GENERAL,Custom,fallback
msdyn_inboxconfiguration,GENERAL,Custom,fallback
msdyn_inboxentityconfig,GENERAL,Custom,fallback
msdyn_inboxpersonalizedconfiguration,CCSP PERSONEN,Custom,kw:person
msdyn_incident_msdyn_customerasset,MELDINGEN,Custom,kw:incident
msdyn_insightsstorevirtualentity,GENERAL,Custom,fallback
msdyn_integratedsearchprovider,GENERAL,Custom,fallback
msdyn_intent,GENERAL,Custom,fallback
msdyn_intentattribute,GENERAL,Custom,fallback
msdyn_intentattribute_entity,GENERAL,Custom,fallback
msdyn_intentattributeset,GENERAL,Custom,fallback
msdyn_intentconfig,GENERAL,Custom,fallback
msdyn_intentcontexthistory,GENERAL,Custom,fallback
msdyn_intententity,GENERAL,Custom,fallback
msdyn_intententity_backfillstatus,GENERAL,Custom,fallback
msdyn_intentfamily,GENERAL,Custom,fallback
msdyn_intentfamily_harvestingconfiguration,GENERAL,Custom,fallback
msdyn_intentfeature_configuration,GENERAL,Custom,fallback
msdyn_intentgroupcondition,GENERAL,Custom,fallback
msdyn_intentharvesting_batchjobstatus,GENERAL,Custom,fallback
msdyn_intentharvesting_batchjobstatusdetail,GENERAL,Custom,fallback
msdyn_intentharvesting_provisioning_status,GENERAL,Custom,fallback
msdyn_intentmetrics,GENERAL,Custom,fallback
msdyn_intentmetrics_aggregate,GENERAL,Custom,fallback
msdyn_intentmetrics_jobdata,GENERAL,Custom,fallback
msdyn_intentplaybook,GENERAL,Custom,fallback
msdyn_intentplaybookmap,GENERAL,Custom,fallback
msdyn_intentsolution_mappingconfiguration,GENERAL,Custom,fallback
msdyn_intentsolutionmap,GENERAL,Custom,fallback
msdyn_iotalert,GENERAL,Custom,fallback
msdyn_iotdevice,GENERAL,Custom,fallback
msdyn_iotdevicecategory,GENERAL,Custom,fallback
msdyn_iotdevicecategorycommands,GENERAL,Custom,fallback
msdyn_iotdevicecommand,GENERAL,Custom,fallback
msdyn_iotdevicecommanddefinition,GENERAL,Custom,fallback
msdyn_iotdevicecommandparameters,GENERAL,Custom,fallback
msdyn_iotdevicedatahistory,GENERAL,Custom,fallback
msdyn_iotdeviceproperty,GENERAL,Custom,fallback
msdyn_iotdeviceregistrationhistory,GENERAL,Custom,fallback
msdyn_iotdevicevisualizationconfiguration,GENERAL,Custom,fallback
msdyn_iotfieldmapping,GENERAL,Custom,fallback
msdyn_iotpropertydefinition,GENERAL,Custom,fallback
msdyn_iotprovider,GENERAL,Custom,fallback
msdyn_iotproviderinstance,GENERAL,Custom,fallback
msdyn_iotsettings,GENERAL,Custom,fallback
msdyn_iottocaseprocess,BEHEER VAN ZAKEN EN DOSSIERS,Custom,kw:case
msdyn_kalanguagesetting,GENERAL,Custom,fallback
msdyn_kbattachment,GENERAL,Custom,fallback
msdyn_kbenrichment,GENERAL,Custom,fallback
msdyn_kbkeywordsdescsuggestionsetting,GENERAL,Custom,fallback
msdyn_kmfederatedsearchconfig,GENERAL,Custom,fallback
msdyn_kmpersonalizationsetting,CCSP PERSONEN,Custom,kw:person
msdyn_knowledgearticle_knowledgearticle,GENERAL,Custom,fallback
msdyn_knowledgearticleimage,GENERAL,Custom,fallback
msdyn_knowledgearticlesuggestion,GENERAL,Custom,fallback
msdyn_knowledgearticlesuggestiondatasource,GENERAL,Custom,fallback
msdyn_knowledgearticletemplate,GENERAL,Custom,fallback
msdyn_knowledgeassetconfiguration,GENERAL,Custom,fallback
msdyn_knowledgeconfiguration,GENERAL,Custom,fallback
msdyn_knowledgeharvestjobrecord,GENERAL,Custom,fallback
msdyn_knowledgeinteractioninsight,GENERAL,Custom,fallback
msdyn_knowledgemanagementsetting,GENERAL,Custom,fallback
msdyn_knowledgepersonalfilter,CCSP PERSONEN,Custom,kw:person
msdyn_knowledgesearchfilter,GENERAL,Custom,fallback
msdyn_knowledgesearchinsight,GENERAL,Custom,fallback
msdyn_kpieventdata,EVENEMENTEN,Custom,kw:event
msdyn_kpieventdefinition,EVENEMENTEN,Custom,kw:event
msdyn_language,GENERAL,Custom,fallback
msdyn_lastagent,PROCESMANAGER,Custom,kw:stage
msdyn_lastmessageinfo,GENERAL,Custom,fallback
msdyn_leadagentresult,GENERAL,Custom,fallback
msdyn_leaddelinkresult,GENERAL,Custom,fallback
msdyn_leademailextension,GENERAL,Custom,fallback
msdyn_leadhygienesetting,GENERAL,Custom,fallback
msdyn_leadintelligenceinsight,GENERAL,Custom,fallback
msdyn_leadintelligenceinsightentitylink,GENERAL,Custom,fallback
msdyn_leadkpiitem,GENERAL,Custom,fallback
msdyn_leadmodelconfig,GENERAL,Custom,fallback
msdyn_linkedentityattributevalidity,GENERAL,Custom,fallback
msdyn_liveconversation,GENERAL,Custom,fallback
msdyn_liveconversationcountercondition,GENERAL,Custom,fallback
msdyn_liveworkitemevent,EVENEMENTEN,Custom,kw:event
msdyn_liveworkstream,GENERAL,Custom,fallback
msdyn_liveworkstreamcapacityprofile,GENERAL,Custom,fallback
msdyn_locationtemplateassociation,GENERAL,Custom,fallback
msdyn_locationtypetemplateassociation,GENERAL,Custom,fallback
msdyn_lockstatus,GENERAL,Custom,fallback
msdyn_macrosession,GENERAL,Custom,fallback
msdyn_maskingrule,GENERAL,Custom,fallback
msdyn_masterentityroutingconfiguration,GENERAL,Custom,fallback
msdyn_matchingcriteria,GENERAL,Custom,fallback
msdyn_migrationtracker,GENERAL,Custom,fallback
msdyn_mobileapp,GENERAL,Custom,fallback
msdyn_modelpreviewstatus,GENERAL,Custom,fallback
msdyn_modulerundetail,GENERAL,Custom,fallback
msdyn_mostcontacted,CCSP CONTACTPERSONEN,Custom,kw:contact
msdyn_mostcontactedby,CCSP CONTACTPERSONEN,Custom,kw:contact
msdyn_msdyn_attributevalue_systemuser,GENERAL,Custom,fallback
msdyn_msdyn_cannedmessage_liveworkstream,GENERAL,Custom,fallback
msdyn_msdyn_cannedmessage_msdyn_octag,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationnotificationtag,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationnotificationtem,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationsessiontemp_tag,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationsessiontemplate,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationtemplate_msdyn_,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationtemplate_tags,GENERAL,Custom,fallback
msdyn_msdyn_consoleapplicationtype_msdyn_cons,GENERAL,Custom,fallback
msdyn_msdyn_customerasset_knowledgearticl,GENERAL,Custom,fallback
msdyn_msdyn_customerasset_knowledgebasere,GENERAL,Custom,fallback
msdyn_msdyn_functionallocation_account,CCSP ORGANISATIES,Custom,kw:account
msdyn_msdyn_kbattachment_knowledgearticle,GENERAL,Custom,fallback
msdyn_msdyn_liveworkstream_systemuser,GENERAL,Custom,fallback
msdyn_msdyn_ocliveworkitem_knowledgeartic,GENERAL,Custom,fallback
msdyn_msdyn_ocliveworkitem_knowledgebaser,GENERAL,Custom,fallback
msdyn_msdyn_ocrichobject_liveworkstream,GENERAL,Custom,fallback
msdyn_msdyn_ocrichobject_msdyn_octag,GENERAL,Custom,fallback
msdyn_msdyn_paneconfig_msdyn_appconfig,GENERAL,Custom,fallback
msdyn_msdyn_personalmessage_msdyn_octag,CCSP PERSONEN,Custom,kw:person
msdyn_msdyn_prod_actioninputparameter_msdyn_par,GENERAL,Custom,fallback
msdyn_msdyn_prod_actionoutputparameter_msdyn_pa,GENERAL,Custom,fallback
msdyn_msdyn_prod_agentscript_msdyn_sessiontempl,GENERAL,Custom,fallback
msdyn_msdyn_warranty_account,CCSP ORGANISATIES,Custom,kw:account
msdyn_msdyn_warranty_msdyn_customerasset,GENERAL,Custom,fallback
msdyn_msdyn_warranty_msdyn_functionallocation,GENERAL,Custom,fallback
msdyn_msteamssetting,GENERAL,Custom,fallback
msdyn_msteamssettingsv2,GENERAL,Custom,fallback
msdyn_nextaction,GENERAL,Custom,fallback
msdyn_nonrelationalds,GENERAL,Custom,fallback
msdyn_notesanalysisconfig,GENERAL,Custom,fallback
msdyn_notificationfield,GENERAL,Custom,fallback
msdyn_notificationtemplate,GENERAL,Custom,fallback
msdyn_notificationtemplate_notificationfield,GENERAL,Custom,fallback
msdyn_oc_geolocationprovider,GENERAL,Custom,fallback
msdyn_ocagentassignedcustomapiprivilege,GENERAL,Custom,fallback
msdyn_ocautoblockrule,GENERAL,Custom,fallback
msdyn_ocautomatedactionrule,GENERAL,Custom,fallback
msdyn_ocautomatedactionrulesmapping,GENERAL,Custom,fallback
msdyn_ocbotchannelregistration,GENERAL,Custom,fallback
msdyn_ocbotchannelregistrationsecret,GENERAL,Custom,fallback
msdyn_occhannelapiconversationprivilege,GENERAL,Custom,fallback
msdyn_occhannelapimessageprivilege,GENERAL,Custom,fallback
msdyn_occhannelapimethodmapping,GENERAL,Custom,fallback
msdyn_occhannelconfiguration,GENERAL,Custom,fallback
msdyn_occhannelstateconfiguration,GENERAL,Custom,fallback
msdyn_ocdispositioncode,GENERAL,Custom,fallback
msdyn_ocdispositioncode_msdyn_liveworkstream,GENERAL,Custom,fallback
msdyn_ocexternalcontext,GENERAL,Custom,fallback
msdyn_ocflaggedspam,GENERAL,Custom,fallback
msdyn_oclanguage,GENERAL,Custom,fallback
msdyn_ocliveworkitem,GENERAL,Custom,fallback
msdyn_ocliveworkitemcapacityprofile,GENERAL,Custom,fallback
msdyn_ocliveworkitemcharacteristic,GENERAL,Custom,fallback
msdyn_ocliveworkitemcontextitem,GENERAL,Custom,fallback
msdyn_ocliveworkitemmatchingcriteria,GENERAL,Custom,fallback
msdyn_ocliveworkitemparticipant,GENERAL,Custom,fallback
msdyn_ocliveworkitemsentiment,GENERAL,Custom,fallback
msdyn_ocliveworkstreamcontextvariable,GENERAL,Custom,fallback
msdyn_oclocalizationdata,GENERAL,Custom,fallback
msdyn_ocpaymentprofile,GENERAL,Custom,fallback
msdyn_ocprovisioningstate,GENERAL,Custom,fallback
msdyn_ocrecording,GENERAL,Custom,fallback
msdyn_ocrequest,GENERAL,Custom,fallback
msdyn_ocrichobject,GENERAL,Custom,fallback
msdyn_ocrichobjectmap,GENERAL,Custom,fallback
msdyn_ocruleitem,GENERAL,Custom,fallback
msdyn_ocsentimentdailytopic,GENERAL,Custom,fallback
msdyn_ocsentimentdailytopickeyword,GENERAL,Custom,fallback
msdyn_ocsentimentdailytopictrending,GENERAL,Custom,fallback
msdyn_ocsession,GENERAL,Custom,fallback
msdyn_ocsessioncharacteristic,GENERAL,Custom,fallback
msdyn_ocsessionparticipantevent,EVENEMENTEN,Custom,kw:event
msdyn_ocsessionsentiment,GENERAL,Custom,fallback
msdyn_ocsimltraining,GENERAL,Custom,fallback
msdyn_ocsitdimportconfig,GENERAL,Custom,fallback
msdyn_ocsitdskill,GENERAL,Custom,fallback
msdyn_ocsitrainingdata,GENERAL,Custom,fallback
msdyn_ocskillidentmlmodel,GENERAL,Custom,fallback
msdyn_ocsystemmessage,GENERAL,Custom,fallback
msdyn_octag,GENERAL,Custom,fallback
msdyn_odatav4ds,GENERAL,Custom,fallback
msdyn_odosfeaturemetadata,GENERAL,Custom,fallback
msdyn_odosmetadata,GENERAL,Custom,fallback
msdyn_omnichannelconfiguration,GENERAL,Custom,fallback
msdyn_omnichannelpersonalization,CCSP PERSONEN,Custom,kw:person
msdyn_omnichannelqueue,GENERAL,Custom,fallback
msdyn_omnichannelsyncconfig,GENERAL,Custom,fallback
msdyn_operatinghour,GENERAL,Custom,fallback
msdyn_opportunitykpiitem,GENERAL,Custom,fallback
msdyn_opportunitymodelconfig,GENERAL,Custom,fallback
msdyn_organizationsolutionmap,CCSP ORGANISATIES,Custom,kw:organization
msdyn_orgchartnode,GENERAL,Custom,fallback
msdyn_originatingqueue,GENERAL,Custom,fallback
msdyn_outreachagentresult,GENERAL,Custom,fallback
msdyn_outreachtriggeragent,GENERAL,Custom,fallback
msdyn_overflowactionconfig,GENERAL,Custom,fallback
msdyn_paflowruntracker,GENERAL,Custom,fallback
msdyn_paneconfiguration,GENERAL,Custom,fallback
msdyn_panetabconfiguration,GENERAL,Custom,fallback
msdyn_panetoolconfiguration,GENERAL,Custom,fallback
msdyn_personalmessage,CCSP PERSONEN,Custom,kw:person
msdyn_personalsoundsetting,CCSP PERSONEN,Custom,kw:person
msdyn_personasecurityrolemapping,CCSP PERSONEN,Custom,kw:person
msdyn_plan,GENERAL,Custom,fallback
msdyn_planartifact,GENERAL,Custom,fallback
msdyn_planattachment,GENERAL,Custom,fallback
msdyn_playbookactivity,GENERAL,Custom,fallback
msdyn_playbookactivityattribute,GENERAL,Custom,fallback
msdyn_playbookcategory,GENERAL,Custom,fallback
msdyn_playbookinstance,GENERAL,Custom,fallback
msdyn_playbooktemplate,GENERAL,Custom,fallback
msdyn_pmanalysishistory,GENERAL,Custom,fallback
msdyn_pmbusinessruleautomationconfig,GENERAL,Custom,fallback
msdyn_pmcalendar,GENERAL,Custom,fallback
msdyn_pmcalendarversion,GENERAL,Custom,fallback
msdyn_pminferredtask,GENERAL,Custom,fallback
msdyn_pmprocessextendedmetadataversion,PROCESMANAGER,Custom,kw:process
msdyn_pmprocesstemplate,PROCESMANAGER,Custom,kw:process
msdyn_pmprocessusersettings,PROCESMANAGER,Custom,kw:process
msdyn_pmprocessversion,PROCESMANAGER,Custom,kw:process
msdyn_pmrecording,GENERAL,Custom,fallback
msdyn_pmsimulation,GENERAL,Custom,fallback
msdyn_pmtemplate,GENERAL,Custom,fallback
msdyn_pmview,GENERAL,Custom,fallback
msdyn_postalbum,GENERAL,Custom,fallback
msdyn_postconfig,GENERAL,Custom,fallback
msdyn_postruleconfig,GENERAL,Custom,fallback
msdyn_predictioncomputationoperation,GENERAL,Custom,fallback
msdyn_predictionmodelstatus,GENERAL,Custom,fallback
msdyn_predictionscheduledoperation,GENERAL,Custom,fallback
msdyn_predictivemodelscore,GENERAL,Custom,fallback
msdyn_predictivescore,GENERAL,Custom,fallback
msdyn_predictivescoringsyncstatus,GENERAL,Custom,fallback
msdyn_preferredagent,GENERAL,Custom,fallback
msdyn_preferredagentcustomeridentity,GENERAL,Custom,fallback
msdyn_preferredagentroutedentity,GENERAL,Custom,fallback
msdyn_presence,GENERAL,Custom,fallback
msdyn_product_knowledgearticle,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_product_knowledgebaserecord,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivityactioninputparameter,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivityactionoutputparameter,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivityagentscript,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivityagentscriptstep,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivitymacroactiontemplate,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivitymacroconnector,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivitymacrosolutionconfiguration,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productivityparameterdefinition,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_productmap,PRODUCTENCATALOGUS P30,Custom,kw:product
msdyn_property,GENERAL,Custom,fallback
msdyn_propertyassetassociation,GENERAL,Custom,fallback
msdyn_propertylocationassociation,GENERAL,Custom,fallback
msdyn_propertylog,GENERAL,Custom,fallback
msdyn_propertytemplateassociation,GENERAL,Custom,fallback
msdyn_provider,GENERAL,Custom,fallback
msdyn_qna,GENERAL,Custom,fallback
msdyn_qualificationagenttrigger,GENERAL,Custom,fallback
msdyn_rawinsight,GENERAL,Custom,fallback
msdyn_rawinsightentitylink,GENERAL,Custom,fallback
msdyn_readtracker,GENERAL,Custom,fallback
msdyn_readtrackingenabledinfo,GENERAL,Custom,fallback
msdyn_realtimescoring,GENERAL,Custom,fallback
msdyn_realtimescoringoperation,GENERAL,Custom,fallback
msdyn_recomputetracker,GENERAL,Custom,fallback
msdyn_recording,GENERAL,Custom,fallback
msdyn_recurrence,GENERAL,Custom,fallback
msdyn_recurringsalesaction,GENERAL,Custom,fallback
msdyn_recurringsalesactionv2,GENERAL,Custom,fallback
msdyn_region,GENERAL,Custom,fallback
msdyn_relationshipanalyticsmetadata,GENERAL,Custom,fallback
msdyn_relationshipinsightsunifiedconfig,GENERAL,Custom,fallback
msdyn_reportbookmark,GENERAL,Custom,fallback
msdyn_richtextfile,GENERAL,Custom,fallback
msdyn_rolloutplan,GENERAL,Custom,fallback
msdyn_routingconfiguration,GENERAL,Custom,fallback
msdyn_routingconfigurationstep,GENERAL,Custom,fallback
msdyn_routingrequest,GENERAL,Custom,fallback
msdyn_routingrulesetsetting,GENERAL,Custom,fallback
msdyn_rulesetdependencymapping,GENERAL,Custom,fallback
msdyn_sabackupdiagnostic,GENERAL,Custom,fallback
msdyn_sabatchruninstance,GENERAL,Custom,fallback
msdyn_salesaccelerationinsight,GENERAL,Custom,fallback
msdyn_salesaccelerationsettings,GENERAL,Custom,fallback
msdyn_salesagentconfiguration,GENERAL,Custom,fallback
msdyn_salesagentconfigurationv2,GENERAL,Custom,fallback
msdyn_salesagentexecutionconfig,GENERAL,Custom,fallback
msdyn_salesagenthandover,GENERAL,Custom,fallback
msdyn_salesagentprofile,GENERAL,Custom,fallback
msdyn_salesagentrun,GENERAL,Custom,fallback
msdyn_salesagentusage,GENERAL,Custom,fallback
msdyn_salesassignmentsetting,GENERAL,Custom,fallback
msdyn_salescopilotemailinsight,GENERAL,Custom,fallback
msdyn_salescopilotinsight,GENERAL,Custom,fallback
msdyn_salescopilotinsightcardstate,GENERAL,Custom,fallback
msdyn_salescopilotjobstatus,GENERAL,Custom,fallback
msdyn_salescopilotknowledgebase,GENERAL,Custom,fallback
msdyn_salescopilotorgsettings,GENERAL,Custom,fallback
msdyn_salescopilotusersetting,GENERAL,Custom,fallback
msdyn_salesforcestructuredobject,GENERAL,Custom,fallback
msdyn_salesforcestructuredqnaconfig,GENERAL,Custom,fallback
msdyn_salesinsightssettings,GENERAL,Custom,fallback
msdyn_salesocmessage,GENERAL,Custom,fallback
msdyn_salesocsmstemplate,GENERAL,Custom,fallback
msdyn_salesresearchmanager,GENERAL,Custom,fallback
msdyn_salesroutingdiagnostic,GENERAL,Custom,fallback
msdyn_salesroutingrun,GENERAL,Custom,fallback
msdyn_salessuggestion,GENERAL,Custom,fallback
msdyn_salestag,GENERAL,Custom,fallback
msdyn_salestag_msdyn_sequence,GENERAL,Custom,fallback
msdyn_saruninstance,GENERAL,Custom,fallback
msdyn_schedule,GENERAL,Custom,fallback
msdyn_sciconversation,GENERAL,Custom,fallback
msdyn_scicustomemailhighlight,GENERAL,Custom,fallback
msdyn_scicustomhighlight,GENERAL,Custom,fallback
msdyn_scicustompublisher,GENERAL,Custom,fallback
msdyn_scienvironmentsettings,GENERAL,Custom,fallback
msdyn_sciusersettings,GENERAL,Custom,fallback
msdyn_searchconfiguration,GENERAL,Custom,fallback
msdyn_segment,GENERAL,Custom,fallback
msdyn_segmentationsetting,GENERAL,Custom,fallback
msdyn_segmentattribute,GENERAL,Custom,fallback
msdyn_segmentcatalogue,PRODUCTENCATALOGUS P30,Custom,kw:catalog
msdyn_sentimentanalysis,GENERAL,Custom,fallback
msdyn_sequence,GENERAL,Custom,fallback
msdyn_sequencestat,GENERAL,Custom,fallback
msdyn_sequencetarget,GENERAL,Custom,fallback
msdyn_sequencetargetstep,GENERAL,Custom,fallback
msdyn_sequencetemplate,GENERAL,Custom,fallback
msdyn_serviceconfiguration,GENERAL,Custom,fallback
msdyn_servicecopilotplugin,GENERAL,Custom,fallback
msdyn_servicecopilotpluginaction,GENERAL,Custom,fallback
msdyn_servicecopilotpluginrole,GENERAL,Custom,fallback
msdyn_serviceoneprovisioningrequest,GENERAL,Custom,fallback
msdyn_sessiondata,GENERAL,Custom,fallback
msdyn_sessionevent,EVENEMENTEN,Custom,kw:event
msdyn_sessionextension,GENERAL,Custom,fallback
msdyn_sessionparticipant,GENERAL,Custom,fallback
msdyn_sessionparticipantdata,GENERAL,Custom,fallback
msdyn_sessiontemplate,GENERAL,Custom,fallback
msdyn_sessiontemplate_applicationtab,GENERAL,Custom,fallback
msdyn_shareasconfiguration,GENERAL,Custom,fallback
msdyn_siconfig,GENERAL,Custom,fallback
msdyn_sikeyvalueconfig,GENERAL,Custom,fallback
msdyn_similarentitiesfeatureimportance,GENERAL,Custom,fallback
msdyn_skillattachmentruleitem,GENERAL,Custom,fallback
msdyn_skillattachmenttarget,GENERAL,Custom,fallback
msdyn_slakpi,GENERAL,Custom,fallback
msdyn_smartassistconfig,GENERAL,Custom,fallback
